airline_sentiment,text
negative,@united OKC ticket agent Roger McLarren(sp?) LESS than helpful with our Intl group travel problems Can't find a supervisor for help.
positive,@USAirways still not in the air for deicing of plane. I'll miss connect but customer service was helpful.I'm hoping to catch the next flight
negative,@USAirways My Flight Booking Problems C68LD9 just times out when I select it under Manage My Flight Booking Problems for months now. I have emailed but no response. Help?
positive,Is expiring the @united offer to buy or transfer #United #MileagePlus miles with discount? Many offers during a year http://t.co/6tz6imqZlG
negative,@USAirways now after an hour on the plane and knowing of a maint issue ahead of time they just announced another 30 mins. Y r we on plane?
positive,"@VirginAmerica is the best airline I have flown on.Easy to change your reservation,helpful representatives &amp; a comfortable flying experience"
negative,@united I can't find any Late Flight evening flights. Are there other airports that would have an overnight flight?
negative,@SouthwestAir: why no charging station in SAN?
negative,@united each flight is worse than last! flight attendants don't even know whether the plane is equipped with power outlets at the seats!
positive,@JetBlue Thanks. I'm finding lower fares already on other carriers with direct flights. July 8 - 13.
negative,"@USAirways if you mean by posted, no USAir empl to direct anyone, 800# not accepting calls, no contact from USAir re: rebook #greatjob"
negative,@SouthwestAir yeah they told me it would be on the next flight. I drove down and it wasnt. I just drove down for a second time and they were
neutral,@JetBlue @pilyoc dont talk about my friend @JetBlue like that. #thefutureisweird
positive,@JetBlue I will try that. Thanks! If all else fails I will just do the old fashioned method tomorrow morning.
negative,@SouthwestAir my flight was Cancelled Flightled Monday.  Just looking to Cancelled Flight and credit my card.  That's all.
negative,"@united no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool."
negative,@USAirways a member of your staff at PHL just gave us excellent customer care. Shame the same couldn't be said for the past 24 hours.
negative,@united well that's big of you but I don't have terribly high expectations at this point.
negative,@AmericanAir my travel for tomorrow was Cancelled Flightled and then stupidly rebooked for tomorrow! I can't get through to reservations!
negative,@JetBlue I don't have enough hands to count the number of times something like this has delayed my flight with you guys. Very disappointed.
negative,@united 3 Gate changes in 30 minutes for flight to Roanoke and flight to sous falls in O'hare... Painful
neutral,@JetBlue I sent you an email
negative,@USAirways There isn't a ticket number...the transaction is still pending.
negative,@VirginAmerica started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.
positive,@AmericanAir These are some awesome photos. Thanks for sharing! 😁
negative,@united messaged you as requested- and called your baggage team again. It's STILL in Newark. please help or let me know next steps!!
neutral,"@united thanks! It's 35K miles from RTB to Europe, to do a multiple destination so we could stop over in US on way/way back- mileage diff?"
negative,@united + that's the gist of what the flight attendant told her.
positive,@USAirways no problem.  Things worked out at airport.   Thanks!
positive,@VirginAmerica this is too cool!  Never been on ur planes but now I will!!
negative,@United is truly the drunk uncle of boarding. Don't believe gate agent that overhead is full; don't reserve aisle http://t.co/cdZhTyd0aK
positive,@AmericanAir He thanks you. Anything you can do to help. Would any further information help in the process?
negative,@SouthwestAir i sure hope you are able to get my bag to Memphis for tomorrow.would be nice to have some clean clothes for work.
positive,.@united Thanks. Hopefully this is easily resolved.
negative,@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.
neutral,@USAirways just told by supervisor that they won't guarantee the empty seats to standby passengers with flights Cancelled Flightled so can sell them
negative,@united you have yourselves to blame for giving me the time to get drunk and tell you how I feel about your overpriced sub par airline
negative,".@united just curious why you'd board a flight without a pilot. Seems crucial to the flight process, no?"
negative,@USAirways Please can someone contact me regarding my missing bag? It has been 3 days. Online tracking shows nothing.
negative,".@AmericanAir @USAirways Add insult to injury you guys ""misplaced"" my bag. 

Can't believe you have to pay money to be treated this poorly."
negative,"@united what the hell? Flight 746. Delayed since 3 pm, finally boarded and now sitting on the tarmac? Is this f&amp;&amp;%$cking plane Ever leaving?"
neutral,@JetBlue Ricoh Smith at BOS provided oust and service
negative,"@united what you did was illegal and a breach of contract. I will be in touch but not through your ""customer feedback"""
negative,@USAirways My last flight was Cancelled Flightled and I'm very disappointed.
negative,@JetBlue your crew didn't say it was about safety. If they say that I was glad to stay ... Check the information you give to the costumers
negative,@AmericanAir #flight293 was supposed to depart at 745 and at 815 we still have not boarded.
negative,"@AmericanAir 4 phone calls, 2 hrs of being sent back &amp; forth between two lines in the terminal and it's the skycap that finds a solution"
negative,@united with Karen and found her unhelpful and rude  called United at the time &amp; told she could board but Karen would not accept
negative,"@AmericanAir because of you, I am doing the one thing I tried to avoid. Thank you for sending me to baggage claim."
negative,@USAirways 25 mins after the scheduled departure and still sitting in terminal. Communication would be lovely... http://t.co/pkAxUNYfn2
neutral,@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement
negative,"@SouthwestAir you call this customer service?? Sitting in the tarmack for 1hr, lost bag, and you give me a $100. voucher???"
negative,@USAirways @AmericanAir Is there a way to reserve a veg meal online for a flight to Brazil tomorrow? I've been onhold for more than 1 hour.
negative,@united system failure again = bad trend.  Software projects are like flying an airplane; there's no such thing as an emergency takeoff.
positive,@JetBlue Thanks for the $100 credit because of the 4hr delay. I can tell customer service means a lot to YOU #Thankful
negative,@USAirways how long are you going make us sit in this plane while they repair it? Could I at least get a beer???
positive,@JetBlue Thanks for the reminder of a few older flights I'd taken and the easy access to add points to my new JB account! Awesome service.
negative,@AmericanAir 953 our  fligth Somthing to talk  about this?
negative,@united fyi the site/app still shows plenty of the unavailable flights I had errors with. Almost 24 hrs after sellout. Flying @AmericanAir
negative,@united how on earth could you close the united club in Atlanta? What a major #fail at an airport of this size
negative,@united Also your at-gate monitor showed 23 empty seats
negative,"@united my UA3426 on 2/19 was also delayed by 2 hours, stretching my trip way past the midnight, extremely exhausting!"
positive,@united Thanks!
negative,@united why does it cost $547 to change the city of origin when the same flight on http://t.co/8FMZZOltv9 costs $165 #customerservicefail
negative,@USAirways ticket counter people here are not helping and just want to charge more money even after this horrible day.
positive,@SouthwestAir thanks for the drink tickets hook up! Can't wait for my first international flight with you to NAS! #pumped
negative,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!"
negative,@USAirways worst customer service. Still not providing me an answer even after I drove back to CLT airport. been rude &amp; unacceptable #fail
negative,@AmericanAir I've been calling your 1800 # all morning to change my name for an upcoming trip but am not able to get through. Please advise!
negative,@united this may be the last time I fly your airline.
positive,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃
positive,@AmericanAir thank you we got on a different flight to Chicago.
neutral,@SouthwestAir will you please work out a contract with @triflight to offer service there..
neutral,@AmericanAir u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP
